Ticker,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2017-02-26,,,,,,,,,,,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,116486000
2017-02-27,,,,,,,,,,,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,131570000
2017-02-28,,,,,,,,,,,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,184956000
2017-03-01,,,,,,,,,,,1180.0400390625,1222.5,1179.68994140625,1222.5,229056992
2017-03-02,,,,,,,,,,,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,368275008
2017-03-03,,,,,,,,,,,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,315739008
2017-03-04,,,,,,,,,,,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,183270000
2017-03-05,,,,,,,,,,,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,134127000
2017-03-06,,,,,,,,,,,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,153656992
2017-03-07,,,,,,,,,,,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,291256000
2017-03-08,,,,,,,,,,,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,332603008
2017-03-09,,,,,,,,,,,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,212283008
2017-03-10,,,,,,,,,,,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,563795968
2017-03-11,,,,,,,,,,,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,283320000
2017-03-12,,,,,,,,,,,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,227176000
2017-03-13,,,,,,,,,,,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,380276992
2017-03-14,,,,,,,,,,,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,245306000
2017-03-15,,,,,,,,,,,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,297804992
2017-03-16,,,,,,,,,,,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,638568000
2017-03-17,,,,,,,,,,,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,706598976
2017-03-18,,,,,,,,,,,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640625,621302016
2017-03-19,,,,,,,,,,,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,406648000
2017-03-20,,,,,,,,,,,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,286529984
2017-03-21,,,,,,,,,,,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,337391008
2017-03-22,,,,,,,,,,,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,380840992
2017-03-23,,,,,,,,,,,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,248540000
2017-03-24,,,,,,,,,,,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,491038016
2017-03-25,,,,,,,,,,,936.5399780273438,975.760986328125,903.7130126953125,972.7789916992188,435803008
2017-03-26,,,,,,,,,,,974.0150146484375,1007.9600219726562,954.1859741210938,966.7249755859375,303668000
2017-03-27,,,,,,,,,,,972.0549926757812,1046.4000244140625,971.9840087890625,1045.77001953125,372535008
2017-03-28,,,,,,,,,,,1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,326332000
2017-03-29,,,,,,,,,,,1046.0799560546875,1055.1300048828125,1015.8800048828125,1039.969970703125,298457984
2017-03-30,,,,,,,,,,,1042.2099609375,1049.2900390625,1020.0399780273438,1026.4300537109375,352968992
2017-03-31,,,,,,,,,,,1026.6400146484375,1074.9200439453125,1026.6400146484375,1071.7900390625,447287008
2017-04-01,,,,,,,,,,,1071.7099609375,1091.719970703125,1061.0899658203125,1080.5,289633984
2017-04-02,,,,,,,,,,,1080.6099853515625,1107.5899658203125,1075.449951171875,1102.1700439453125,514187008
2017-04-03,,,,,,,,,,,1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,580444032
2017-04-04,,,,,,,,,,,1145.52001953125,1156.43994140625,1120.52001953125,1133.25,436310016
2017-04-05,,,,,,,,,,,1134.1400146484375,1135.0899658203125,1113.6300048828125,1124.780029296875,414784000
2017-04-06,,,,,,,,,,,1125.81005859375,1188.3699951171875,1125.81005859375,1182.6800537109375,511222016
2017-04-07,,,,,,,,,,,1178.93994140625,1186.5799560546875,1163.3900146484375,1176.9000244140625,317022016
2017-04-08,,,,,,,,,,,1172.6500244140625,1184.97998046875,1162.5799560546875,1175.949951171875,209312000
2017-04-09,,,,,,,,,,,1176.5699462890625,1197.2099609375,1171.8599853515625,1187.8699951171875,242343008
2017-04-10,,,,,,,,,,,1187.300048828125,1190.3399658203125,1179.0400390625,1187.1300048828125,215883008
2017-04-11,,,,,,,,,,,1187.4599609375,1208.0699462890625,1187.4599609375,1205.010009765625,216182000
2017-04-12,,,,,,,,,,,1204.81005859375,1207.1400146484375,1196.760009765625,1200.3699951171875,288702016
2017-04-13,,,,,,,,,,,1201.02001953125,1205.8900146484375,1156.43994140625,1169.280029296875,351968992
2017-04-14,,,,,,,,,,,1170.3299560546875,1190.800048828125,1159.7900390625,1167.5400390625,254827008
2017-04-15,,,,,,,,,,,1167.300048828125,1188.0,1164.9599609375,1172.52001953125,203559008
2017-04-16,,,,,,,,,,,1172.6099853515625,1187.219970703125,1172.6099853515625,1182.93994140625,183231008
2017-04-17,,,,,,,,,,,1183.25,1194.9000244140625,1172.6500244140625,1193.9100341796875,253206000
2017-04-18,,,,,,,,,,,1193.77001953125,1217.5699462890625,1193.77001953125,1211.6700439453125,270524000
2017-04-19,,,,,,,,,,,1212.1300048828125,1215.510009765625,1205.0799560546875,1210.2900390625,288060992
2017-04-20,,,,,,,,,,,1211.0799560546875,1240.7900390625,1208.4100341796875,1229.0799560546875,315108000
2017-04-21,,,,,,,,,,,1229.4200439453125,1235.93994140625,1215.56005859375,1222.050048828125,272167008
2017-04-22,,,,,,,,,,,1222.7099609375,1235.56005859375,1208.469970703125,1231.7099609375,249320000
2017-04-23,,,,,,,,,,,1231.9200439453125,1232.199951171875,1203.93994140625,1207.2099609375,258951008
2017-04-24,,,,,,,,,,,1209.6300048828125,1250.93994140625,1209.6300048828125,1250.1500244140625,235806000
2017-04-25,,,,,,,,,,,1250.449951171875,1267.5799560546875,1249.969970703125,1265.489990234375,242556000
2017-04-26,,,,,,,,,,,1265.989990234375,1294.8299560546875,1265.9300537109375,1281.0799560546875,329631008
2017-04-27,,,,,,,,,,,1281.8800048828125,1319.699951171875,1281.300048828125,1317.72998046875,449196992
2017-04-28,,,,,,,,,,,1317.739990234375,1331.280029296875,1292.3699951171875,1316.47998046875,527488992
2017-04-29,,,,,,,,,,,1317.8399658203125,1327.199951171875,1315.2099609375,1321.7900390625,422705984
2017-04-30,,,,,,,,,,,1321.8699951171875,1347.9100341796875,1314.9200439453125,1347.8900146484375,413115008
2017-05-01,,,,,,,,,,,1348.300048828125,1434.3199462890625,1348.300048828125,1421.5999755859375,713624000
2017-05-02,,,,,,,,,,,1421.030029296875,1473.9000244140625,1415.68994140625,1452.8199462890625,477337984
2017-05-03,,,,,,,,,,,1453.780029296875,1492.77001953125,1447.489990234375,1490.0899658203125,583795968
2017-05-04,,,,,,,,,,,1490.719970703125,1608.9100341796875,1490.719970703125,1537.6700439453125,933548992
2017-05-05,,,,,,,,,,,1540.8699951171875,1618.030029296875,1530.31005859375,1555.449951171875,946035968
2017-05-06,,,,,,,,,,,1556.81005859375,1578.800048828125,1542.5,1578.800048828125,582529984
2017-05-07,,,,,,,,,,,1579.469970703125,1596.719970703125,1559.760009765625,1596.7099609375,1080029952
2017-05-08,,,,,,,,,,,1596.9200439453125,1723.3499755859375,1596.9200439453125,1723.3499755859375,1340320000
2017-05-09,,,,,,,,,,,1723.8900146484375,1833.489990234375,1716.300048828125,1755.3599853515625,1167920000
2017-05-10,,,,,,,,,,,1756.52001953125,1788.43994140625,1719.0999755859375,1787.1300048828125,915723008
2017-05-11,,,,,,,,,,,1780.3699951171875,1873.9300537109375,1755.3499755859375,1848.5699462890625,799489984
2017-05-12,,,,,,,,,,,1845.760009765625,1856.1500244140625,1694.010009765625,1724.239990234375,740984000
2017-05-13,,,,,,,,,,,1723.1199951171875,1812.989990234375,1651.0799560546875,1804.9100341796875,579635008
2017-05-14,,,,,,,,,,,1800.8599853515625,1831.4200439453125,1776.6199951171875,1808.9100341796875,437196000
2017-05-15,,,,,,,,,,,1808.43994140625,1812.800048828125,1708.5400390625,1738.4300537109375,731529024
2017-05-16,,,,,,,,,,,1741.699951171875,1785.93994140625,1686.5400390625,1734.449951171875,959044992
2017-05-17,,,,,,,,,,,1726.72998046875,1864.050048828125,1661.9100341796875,1839.0899658203125,1064729984
2017-05-18,,,,,,,,,,,1818.699951171875,1904.47998046875,1807.1199951171875,1888.6500244140625,894321024
2017-05-19,,,,,,,,,,,1897.3699951171875,2004.52001953125,1890.25,1987.7099609375,1157289984
2017-05-20,,,,,,,,,,,1984.239990234375,2084.72998046875,1974.9200439453125,2084.72998046875,961336000
2017-05-21,,,,,,,,,,,2067.030029296875,2119.080078125,2037.5,2041.199951171875,1147859968
2017-05-22,,,,,,,,,,,2043.18994140625,2303.89990234375,2017.8699951171875,2173.39990234375,1942220032
2017-05-23,,,,,,,,,,,2191.56005859375,2320.820068359375,2178.5,2320.419921875,1378749952
2017-05-24,,,,,,,,,,,2321.3701171875,2523.719970703125,2321.3701171875,2443.639892578125,1725379968
2017-05-25,,,,,,,,,,,2446.239990234375,2763.7099609375,2285.300048828125,2304.97998046875,2406700032
2017-05-26,,,,,,,,,,,2320.889892578125,2573.7900390625,2071.989990234375,2202.419921875,1763480064
2017-05-27,,,,,,,,,,,2196.27001953125,2260.199951171875,1855.8299560546875,2038.8699951171875,1700480000
2017-05-28,,,,,,,,,,,2054.080078125,2267.340087890625,2054.080078125,2155.800048828125,1147139968
2017-05-29,,,,,,,,,,,2159.429931640625,2307.050048828125,2107.169921875,2255.610107421875,994625024
2017-05-30,,,,,,,,,,,2255.360107421875,2301.9599609375,2124.570068359375,2175.469970703125,1443970048
2017-05-31,,,,,,,,,,,2187.18994140625,2311.080078125,2145.570068359375,2286.409912109375,1544829952
2017-06-01,,,,,,,,,,,2288.330078125,2448.389892578125,2288.330078125,2407.8798828125,1653180032
2017-06-02,,,,,,,,,,,2404.030029296875,2488.550048828125,2373.320068359375,2488.550048828125,1317030016
2017-06-03,,,,,,,,,,,2493.719970703125,2581.909912109375,2423.570068359375,2515.35009765625,1514950016
2017-06-04,,,,,,,,,,,2547.7900390625,2585.889892578125,2452.5400390625,2511.81005859375,1355120000
2017-06-05,,,,,,,,,,,2512.39990234375,2686.81005859375,2510.219970703125,2686.81005859375,1369309952
2017-06-06,,,,,,,,,,,2690.840087890625,2999.909912109375,2690.840087890625,2863.199951171875,2089609984
2017-06-07,,,,,,,,,,,2869.3798828125,2869.3798828125,2700.56005859375,2732.159912109375,1517709952
2017-06-08,,,,,,,,,,,2720.489990234375,2815.300048828125,2670.949951171875,2805.6201171875,1281170048
2017-06-09,,,,,,,,,,,2807.43994140625,2901.7099609375,2795.6201171875,2823.81005859375,1348950016
2017-06-10,,,,,,,,,,,2828.139892578125,2950.989990234375,2746.550048828125,2947.7099609375,2018889984
2017-06-11,,,,,,,,,,,2942.409912109375,2996.60009765625,2840.530029296875,2958.110107421875,1752400000
2017-06-12,,,,,,,,,,,2953.219970703125,2997.260009765625,2518.56005859375,2659.6298828125,2569530112
2017-06-13,,,,,,,,,,,2680.909912109375,2789.0400390625,2650.3798828125,2717.02001953125,1781200000
2017-06-14,,,,,,,,,,,2716.8798828125,2786.830078125,2412.93994140625,2506.3701171875,1696560000
2017-06-15,,,,,,,,,,,2499.580078125,2534.7099609375,2212.9599609375,2464.580078125,2026259968
2017-06-16,,,,,,,,,,,2469.570068359375,2539.919921875,2385.14990234375,2518.56005859375,1195190016
2017-06-17,,,,,,,,,,,2514.010009765625,2685.18994140625,2484.9599609375,2655.8798828125,1534509952
2017-06-18,,,,,,,,,,,2655.35009765625,2662.10009765625,2516.330078125,2548.2900390625,1178659968
2017-06-19,,,,,,,,,,,2549.030029296875,2662.85009765625,2549.030029296875,2589.60009765625,1446840064
2017-06-20,,,,,,,,,,,2591.260009765625,2763.449951171875,2589.820068359375,2721.7900390625,1854189952
2017-06-21,,,,,,,,,,,2709.429931640625,2772.010009765625,2660.39990234375,2689.10009765625,1626579968
2017-06-22,,,,,,,,,,,2691.030029296875,2723.739990234375,2642.360107421875,2705.409912109375,1097939968
2017-06-23,,,,,,,,,,,2707.340087890625,2765.169921875,2706.3701171875,2744.909912109375,961318976
2017-06-24,,,,,,,,,,,2738.52001953125,2757.93994140625,2583.18994140625,2608.719970703125,982750016
2017-06-25,,,,,,,,,,,2607.25,2682.260009765625,2552.1201171875,2589.409912109375,1161100032
2017-06-26,,,,,,,,,,,2590.570068359375,2615.25,2376.2900390625,2478.449951171875,1663280000
2017-06-27,,,,,,,,,,,2478.449951171875,2552.449951171875,2332.989990234375,2552.449951171875,1489789952
2017-06-28,,,,,,,,,,,2553.030029296875,2603.97998046875,2484.419921875,2574.7900390625,1183869952
2017-06-29,,,,,,,,,,,2567.56005859375,2588.830078125,2510.47998046875,2539.320068359375,949979008
2017-06-30,,,,,,,,,,,2539.239990234375,2559.25,2478.429931640625,2480.840087890625,860273024
2017-07-01,,,,,,,,,,,2492.60009765625,2515.27001953125,2419.22998046875,2434.550048828125,779913984
2017-07-02,,,,,,,,,,,2436.39990234375,2514.280029296875,2394.840087890625,2506.469970703125,803747008
2017-07-03,,,,,,,,,,,2498.56005859375,2595.0,2480.469970703125,2564.06005859375,964112000
2017-07-04,,,,,,,,,,,2561.0,2631.590087890625,2559.35009765625,2601.639892578125,985516032
2017-07-05,,,,,,,,,,,2602.8701171875,2622.64990234375,2538.550048828125,2601.989990234375,941566016
2017-07-06,,,,,,,,,,,2608.10009765625,2616.719970703125,2581.68994140625,2608.56005859375,761956992
2017-07-07,,,,,,,,,,,2608.590087890625,2916.139892578125,2498.8701171875,2518.659912109375,917411968
2017-07-08,,,,,,,,,,,2520.27001953125,2571.340087890625,2492.31005859375,2571.340087890625,733329984
2017-07-09,,,,,,,,,,,2572.610107421875,2635.489990234375,2517.590087890625,2518.43994140625,527856000
2017-07-10,,,,,,,,,,,2525.25,2537.159912109375,2321.1298828125,2372.56005859375,1111200000
2017-07-11,,,,,,,,,,,2385.889892578125,2413.469970703125,2296.81005859375,2337.7900390625,1329760000
2017-07-12,,,,,,,,,,,2332.77001953125,2423.7099609375,2275.139892578125,2398.840087890625,1117410048
2017-07-13,,,,,,,,,,,2402.699951171875,2425.219970703125,2340.830078125,2357.89990234375,835769984
2017-07-14,,,,,,,,,,,2360.590087890625,2363.25,2183.219970703125,2233.340087890625,882502976
2017-07-15,,,,,,,,,,,2230.1201171875,2231.139892578125,1990.4100341796875,1998.8599853515625,993608000
2017-07-16,,,,,,,,,,,1991.97998046875,2058.77001953125,1843.030029296875,1929.8199462890625,1182870016
2017-07-17,,,,,,,,,,,1932.6199951171875,2230.489990234375,1932.6199951171875,2228.409912109375,1201760000
2017-07-18,,,,,,,,,,,2233.52001953125,2387.610107421875,2164.77001953125,2318.8798828125,1512450048
2017-07-19,,,,,,,,,,,2323.080078125,2397.169921875,2260.22998046875,2273.429931640625,1245100032
2017-07-20,,,,,,,,,,,2269.889892578125,2900.699951171875,2269.889892578125,2817.60009765625,2249260032
2017-07-21,,,,,,,,,,,2838.409912109375,2838.409912109375,2621.85009765625,2667.760009765625,1489449984
2017-07-22,,,,,,,,,,,2668.6298828125,2862.419921875,2657.7099609375,2810.1201171875,1177129984
2017-07-23,,,,,,,,,,,2808.10009765625,2832.179931640625,2653.93994140625,2730.39990234375,1072840000
2017-07-24,,,,,,,,,,,2732.699951171875,2777.260009765625,2699.18994140625,2754.860107421875,866473984
2017-07-25,,,,,,,,,,,2757.5,2768.080078125,2480.9599609375,2576.47998046875,1460089984
2017-07-26,,,,,,,,,,,2577.77001953125,2610.760009765625,2450.800048828125,2529.449951171875,937404032
2017-07-27,,,,,,,,,,,2538.7099609375,2693.320068359375,2529.340087890625,2671.780029296875,789104000
2017-07-28,,,,,,,,,,,2679.72998046875,2897.449951171875,2679.72998046875,2809.010009765625,1380099968
2017-07-29,,,,,,,,,,,2807.02001953125,2808.760009765625,2692.800048828125,2726.449951171875,803745984
2017-07-30,,,,,,,,,,,2724.389892578125,2758.530029296875,2644.85009765625,2757.179931640625,705942976
2017-07-31,,,,,,,,,,,2763.239990234375,2889.6201171875,2720.610107421875,2875.340087890625,860574976
2017-08-01,,,,,,,,,,,2871.300048828125,2921.35009765625,2685.610107421875,2718.260009765625,1324669952
2017-08-02,,,,,,,,,,,2727.1298828125,2762.530029296875,2668.590087890625,2710.669921875,1094950016
2017-08-03,,,,,,,,,,,2709.56005859375,2813.31005859375,2685.139892578125,2804.72998046875,804796992
2017-08-04,,,,,,,,,,,2806.929931640625,2899.330078125,2743.719970703125,2895.889892578125,1002120000
2017-08-05,,,,,,,,,,,2897.6298828125,3290.010009765625,2874.830078125,3252.909912109375,1945699968
2017-08-06,,,,,,,,,,,3257.610107421875,3293.2900390625,3155.60009765625,3213.93994140625,1105030016
2017-08-07,,,,,,,,,,,3212.780029296875,3397.679931640625,3180.889892578125,3378.93994140625,1482279936
2017-08-08,,,,,,,,,,,3370.219970703125,3484.85009765625,3345.830078125,3419.93994140625,1752760064
2017-08-09,,,,,,,,,,,3420.39990234375,3422.760009765625,3247.669921875,3342.469970703125,1468960000
2017-08-10,,,,,,,,,,,3341.840087890625,3453.449951171875,3319.469970703125,3381.280029296875,1515110016
2017-08-11,,,,,,,,,,,3373.820068359375,3679.719970703125,3372.1201171875,3650.6201171875,2021190016
2017-08-12,,,,,,,,,,,3650.6298828125,3949.919921875,3613.699951171875,3884.7099609375,2219589888
2017-08-13,,,,,,,,,,,3880.0400390625,4208.39013671875,3857.800048828125,4073.260009765625,3159089920
2017-08-14,,,,,,,,,,,4066.10009765625,4325.1298828125,3989.159912109375,4325.1298828125,2463089920
2017-08-15,,,,,,,,,,,4326.990234375,4455.97021484375,3906.179931640625,4181.93017578125,3258050048
2017-08-16,,,,,,,,,,,4200.33984375,4381.22998046875,3994.419921875,4376.6298828125,2272039936
2017-08-17,,,,,,,,,,,4384.43994140625,4484.7001953125,4243.7099609375,4331.68994140625,2553359872
2017-08-18,,,,,,,,,,,4324.33984375,4370.1298828125,4015.39990234375,4160.6201171875,2941710080
2017-08-19,,,,,,,,,,,4137.75,4243.259765625,3970.550048828125,4193.7001953125,2975820032
2017-08-20,,,,,,,,,,,4189.31005859375,4196.2900390625,4069.8798828125,4087.659912109375,2109769984
2017-08-21,,,,,,,,,,,4090.47998046875,4109.14013671875,3988.60009765625,4001.739990234375,2800890112
2017-08-22,,,,,,,,,,,3998.35009765625,4128.759765625,3674.580078125,4100.52001953125,3764239872
2017-08-23,,,,,,,,,,,4089.010009765625,4255.77978515625,4078.409912109375,4151.52001953125,2369819904
2017-08-24,,,,,,,,,,,4137.60009765625,4376.39013671875,4130.259765625,4334.68017578125,2037750016
2017-08-25,,,,,,,,,,,4332.81982421875,4455.7001953125,4307.35009765625,4371.60009765625,1727970048
2017-08-26,,,,,,,,,,,4372.06005859375,4379.27978515625,4269.52001953125,4352.39990234375,1511609984
2017-08-27,,,,,,,,,,,4345.10009765625,4416.58984375,4317.2900390625,4382.8798828125,1537459968
2017-08-28,,,,,,,,,,,4384.4501953125,4403.93017578125,4224.64013671875,4382.66015625,1959330048
2017-08-29,,,,,,,,,,,4389.2099609375,4625.68017578125,4352.1298828125,4579.02001953125,2486080000
2017-08-30,,,,,,,,,,,4570.35986328125,4626.52001953125,4471.41015625,4565.2998046875,1937849984
2017-08-31,,,,,,,,,,,4555.58984375,4736.0498046875,4549.39990234375,4703.39013671875,1944930048
2017-09-01,,,,,,,,,,,4701.759765625,4892.009765625,4678.52978515625,4892.009765625,2599079936
2017-09-02,,,,,,,,,,,4901.419921875,4975.0400390625,4469.240234375,4578.77001953125,2722139904
2017-09-03,,,,,,,,,,,4585.27001953125,4714.080078125,4417.58984375,4582.9599609375,1933190016
2017-09-04,,,,,,,,,,,4591.6298828125,4591.6298828125,4108.39990234375,4236.31005859375,2987330048
2017-09-05,,,,,,,,,,,4228.2900390625,4427.83984375,3998.110107421875,4376.52978515625,2697969920
2017-09-06,,,,,,,,,,,4376.58984375,4617.25,4376.58984375,4597.1201171875,2172100096
2017-09-07,,,,,,,,,,,4589.14013671875,4655.0400390625,4491.330078125,4599.8798828125,1844620032
2017-09-08,,,,,,,,,,,4605.16015625,4661.0,4075.179931640625,4228.75,2700890112
2017-09-09,,,,,,,,,,,4229.81005859375,4308.81982421875,4114.10986328125,4226.06005859375,1386230016
2017-09-10,,,,,,,,,,,4229.33984375,4245.43994140625,3951.0400390625,4122.93994140625,1679090048
2017-09-11,,,,,,,,,,,4122.47021484375,4261.669921875,4099.39990234375,4161.27001953125,1557330048
2017-09-12,,,,,,,,,,,4168.8798828125,4344.64990234375,4085.219970703125,4130.81005859375,1864530048
